reset,address,consumption,gym,timestamp,multiStepPredictions.actual,multiStepPredictions.1,multiStepPredictions.5,multiStepBestPredictions.actual,multiStepBestPredictions.1,multiStepBestPredictions.5,multiStepBestPredictions:multiStep:errorMetric='aae':steps=1:window=1000:field=consumption,prediction:trivial:errorMetric='aae':steps=5:window=1000:field=consumption,multiStepBestPredictions:multiStep:errorMetric='aae':steps=5:window=1000:field=consumption,prediction:trivial:errorMetric='aae':steps=1:window=1000:field=consumption
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.4,Balgowlah Platinum,2010-07-03 22:00:00,5.4,{5.75: 0.012500000000000001	 38.25: 0.012500000000000001	 5.3999999999999995: 0.66249999999999964	 6.0: 0.012500000000000001	 43.4: 0.012500000000000001	 28.6: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 37.8: 0.012500000000000001},{38.25: 0.012500000000000001	 28.6: 0.68749999999999956	 6.0: 0.012500000000000001	 14.1: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 42.8: 0.012500000000000001	 43.8: 0.012500000000000001	 37.8: 0.012500000000000001},5.4,5.4,28.6,6.38667434783,18.3642857143,17.7876909524,5.59130434783
0,Shop 67 197-215 Condamine Street Balgowlah 2093,13.7,Balgowlah Platinum,2010-07-03 23:00:00,13.7,{38.25: 0.012500000000000001	 6.0: 0.012500000000000001	 28.6: 0.012500000000000001	 43.4: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 37.8: 0.012500000000000001	 5.3999999999999995: 0.66249999999999964	 5.645: 0.012500000000000001},{38.25: 0.012500000000000001	 6.0: 0.012500000000000001	 28.6: 0.012500000000000001	 11.600000000000001: 0.6749999999999996	 14.1: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 37.8: 0.012500000000000001	 42.8: 0.012500000000000001},13.7,5.4,11.6,6.42738340426,17.9860465116,17.4228609302,5.64893617021
0,Shop 67 197-215 Condamine Street Balgowlah 2093,22.2,Balgowlah Platinum,2010-07-04 00:00:00,22.2,{38.25: 0.012500000000000001	 6.0: 0.012500000000000001	 43.4: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 42.8: 0.012500000000000001	 37.8: 0.012500000000000001	 23.4: 0.012500000000000001	 13.7: 0.66249999999999964},{38.25: 0.012500000000000001	 6.0: 0.012500000000000001	 28.6: 0.012500000000000001	 5.3: 0.66249999999999964	 42.4: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 37.8: 0.012500000000000001	 42.8: 0.012500000000000001},22.2,13.7,5.3,6.47056291667,17.9613636364,17.4109777273,5.70833333333
0,Shop 67 197-215 Condamine Street Balgowlah 2093,13.5,Balgowlah Platinum,2010-07-04 01:00:00,13.5,{38.25: 0.012500000000000001	 6.0: 0.012500000000000001	 22.200000000000003: 0.64999999999999969	 42.4: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 37.8: 0.012500000000000001	 42.8: 0.012500000000000001	 23.4: 0.012500000000000001},{38.25: 0.012500000000000001	 6.0: 0.012500000000000001	 28.6: 0.012500000000000001	 43.4: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 37.8: 0.012500000000000001	 42.8: 0.012500000000000001	 5.3999999999999995: 0.66249999999999964},13.5,22.2,5.4,6.51606163265,17.7422222222,17.2040671111,5.7693877551
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.0,Balgowlah Platinum,2010-07-04 02:00:00,5.0,{13.5: 0.63749999999999973	 38.25: 0.012500000000000001	 6.0: 0.012500000000000001	 42.4: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 37.8: 0.012500000000000001	 42.8: 0.012500000000000001	 23.4: 0.012500000000000001},{5.75: 0.012500000000000001	 38.25: 0.012500000000000001	 5.3999999999999995: 0.66249999999999964	 6.0: 0.012500000000000001	 43.4: 0.012500000000000001	 28.6: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 37.8: 0.012500000000000001},5.0,13.5,5.4,6.5557404,17.3652173913,16.8387613043,5.824
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.9,Balgowlah Platinum,2010-07-04 03:00:00,4.9,{38.25: 0.012500000000000001	 5.0: 0.63749999999999973	 6.0: 0.012500000000000001	 42.4: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 37.8: 0.012500000000000001	 42.8: 0.012500000000000001	 23.4: 0.012500000000000001},{38.25: 0.012500000000000001	 6.0: 0.012500000000000001	 28.6: 0.012500000000000001	 43.4: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 37.8: 0.012500000000000001	 5.3999999999999995: 0.66249999999999964	 5.645: 0.012500000000000001},4.9,5.0,5.4,6.4291572549,17.0063829787,16.4911280851,5.71176470588
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.9,Balgowlah Platinum,2010-07-04 04:00:00,4.9,{7.1264341999999985: 0.9285714285714286	 5.05761: 0.071428571428571425},{38.25: 0.012500000000000001	 6.0: 0.012500000000000001	 43.4: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 42.8: 0.012500000000000001	 37.8: 0.012500000000000001	 23.4: 0.012500000000000001	 13.7: 0.66249999999999964},4.9,7.1264342,13.7,6.34833565769,16.8354166667,16.33089625,5.60192307692
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.0,Balgowlah Platinum,2010-07-04 05:00:00,5.0,{5.010327: 0.81081081081081086	 7.1264341999999985: 0.1891891891891892},{38.25: 0.012500000000000001	 6.0: 0.012500000000000001	 22.200000000000003: 0.64999999999999969	 42.4: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 37.8: 0.012500000000000001	 42.8: 0.012500000000000001	 23.4: 0.012500000000000001},5.0,5.010327,22.2,6.22875058868,16.8428571429,16.3486330612,5.49811320755
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.2,Balgowlah Platinum,2010-07-04 06:00:00,5.2,{23.4: 0.35000000000000026	 4.9772289: 0.57509000445709302	 7.1264341999999985: 0.07490999554290674},{13.5: 0.63749999999999973	 38.25: 0.012500000000000001	 6.0: 0.012500000000000001	 42.4: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 37.8: 0.012500000000000001	 42.8: 0.012500000000000001	 23.4: 0.012500000000000001},5.2,4.9772289,13.5,6.1175287463,16.672,16.1876604,5.4
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.6,Balgowlah Platinum,2010-07-04 07:00:00,5.6,{4.98406023: 0.72508163741414222	 23.4: 0.22499999999999956	 7.1264341999999985: 0.049918362585858175},{38.25: 0.012500000000000001	 5.0: 0.63749999999999973	 6.0: 0.012500000000000001	 42.4: 0.012500000000000001	 39.88999999999999: 0.012500000000000001	 37.8: 0.012500000000000001	 42.8: 0.012500000000000001	 23.4: 0.012500000000000001},5.6,4.98406023,5.0,6.01749985582,16.3568627451,15.88202,5.30909090909
0,Shop 67 197-215 Condamine Street Balgowlah 2093,42.9,Balgowlah Platinum,2010-07-04 08:00:00,42.9,{23.4: 0.099879994057209529	 7.1264341999999985: 0.037429727849334196	 5.048842161: 0.86269027809345622},{37.089999999999996: 1.0},42.9,5.048842161,37.09,6.58595803409,16.7730769231,15.6883273077,5.88035714286
0,Shop 67 197-215 Condamine Street Balgowlah 2093,50.3,Balgowlah Platinum,2010-07-04 09:00:00,50.3,{38.25: 0.024999999999999994	 5.580049999999999: 0.040852419427138381	 14.1: 0.024999999999999994	 13.639999999999997: 0.099999999999999978	 43.599999999999994: 0.024999999999999994	 39.88999999999999: 0.12499999999999997	 5.048842161: 0.17083804620688275	 50.8: 0.4499999999999999},{50.8: 0.68181818181818177	 37.089999999999996: 0.31818181818181818},50.3,50.8,50.8,6.47918684051,17.3132075472,15.4017550943,5.90701754386
0,Shop 67 197-215 Condamine Street Balgowlah 2093,43.5,Balgowlah Platinum,2010-07-04 10:00:00,43.5,{14.1: 0.024999999999999994	 13.639999999999997: 0.024999999999999994	 43.599999999999994: 0.024999999999999994	 42.63999999999999: 0.47499999999999992	 5.048842161: 0.05457704250959685	 50.8: 0.27499999999999997	 37.089999999999996: 0.024999999999999994	 39.88999999999999: 0.049999999999999989},{50.8: 0.25925925925925924	 37.089999999999996: 0.22222222222222221	 42.63999999999999: 0.51851851851851849},43.5,42.64,42.64,6.38230430878,17.7055555556,15.1324633333,5.9224137931
0,Shop 67 197-215 Condamine Street Balgowlah 2093,37.1,Balgowlah Platinum,2010-07-04 11:00:00,37.1,{42.83: 0.027628772618052147	 47.35999999999999: 0.3279140497736453	 5.580049999999999: 0.027626009740790346	 13.639999999999997: 0.049979999001000204	 43.599999999999994: 0.23748624931800053	 39.88999999999999: 0.062446872356369067	 5.048842161: 0.10855180061178489	 50.8: 0.11236499331436023},{50.8: 0.34782608695652173	 37.089999999999996: 0.2608695652173913	 42.63999999999999: 0.39130434782608697},37.1,47.36,42.64,6.44802796456,17.9636363636,14.9580549091,5.93050847458
0,Shop 67 197-215 Condamine Street Balgowlah 2093,38.7,Balgowlah Platinum,2010-07-04 12:00:00,38.7,{38.25: 0.11248687434852982	 42.83: 0.025305155146234447	 43.56999999999999: 0.29739768440805875	 47.35999999999999: 0.25046307480220065	 13.639999999999997: 0.04581361078802889	 39.88999999999999: 0.054115350325043929	 5.048842161: 0.10235960996236572	 50.8: 0.062403361843009084},{50.8: 0.34782608695652173	 37.089999999999996: 0.2608695652173913	 42.63999999999999: 0.34782608695652173	 5.048842161: 0.043478260869565216},38.7,43.57,42.64,6.42172749848,18.2339285714,14.7613039286,5.85833333333
0,Shop 67 197-215 Condamine Street Balgowlah 2093,37.1,Balgowlah Platinum,2010-07-04 13:00:00,37.1,{38.25: 0.033321114957412697	 43.56999999999999: 0.16845050409607873	 47.35999999999999: 0.16380757361422224	 38.400000000000006: 0.15000000000000011	 37.1: 0.23893034450091938	 39.88999999999999: 0.03745313914352006	 5.048842161: 0.084399846794056405	 50.8: 0.037429727849334078},{38.25: 0.02564102564102564	 5.580049999999999: 0.17948717948717949	 38.400000000000006: 0.46153846153846156	 39.88999999999999: 0.02564102564102564	 5.048842161: 0.17948717948717949	 42.8: 0.02564102564102564	 50.8: 0.02564102564102564	 22.439999999999998: 0.02564102564102564},37.1,37.1,38.4,6.3164532772,18.0157894737,14.5251407018,5.78852459016
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.0,Balgowlah Platinum,2010-07-04 14:00:00,40.0,{43.56999999999999: 0.1125194047101518	 47.35999999999999: 0.12149159267655676	 38.400000000000006: 0.04999999999999994	 36.599999999999994: 0.17574581558218064	 37.1: 0.16321449175784886	 5.048842161: 0.063379114864038688	 50.8: 0.031187012176133056	 37.59: 0.17499999999999979},{38.25: 0.025000000000000005	 42.83: 0.050001875093751563	 38.400000000000006: 0.27500000000000002	 5.580049999999999: 0.06249937496874837	 5.048842161: 0.037498749937500006	 50.8: 0.025000000000000005	 37.59: 0.47500000000000009	 22.439999999999998: 0.025000000000000005},40.0,36.6,37.59,6.26941370821,17.8827586207,14.3162589655,5.74193548387
0,Shop 67 197-215 Condamine Street Balgowlah 2093,44.1,Balgowlah Platinum,2010-07-04 15:00:00,44.1,{42.83: 0.28982480688310674	 43.56999999999999: 0.08271469889911022	 47.35999999999999: 0.09483897927460827	 37.099999999999994: 0.23977329912374215	 36.599999999999994: 0.11362914862224507	 5.048842161: 0.055935241445212697	 50.8: 0.024945877355775165	 37.59: 0.024999999999999981},{38.25: 0.024999999999999991	 42.83: 0.29583937206816724	 47.35999999999999: 0.058358957206662558	 38.400000000000006: 0.22499999999999992	 5.580049999999999: 0.14166499994444445	 39.88999999999999: 0.024999999999999991	 5.048842161: 0.15833194442593179	 22.439999999999998: 0.024999999999999991},44.1,42.83,42.83,6.19005793506,17.5898305085,14.0951359322,5.71587301587
0,Shop 67 197-215 Condamine Street Balgowlah 2093,39.3,Balgowlah Platinum,2010-07-04 16:00:00,39.3,{42.83: 0.038485412349012871	 38.313: 0.12282819522880539	 43.56999999999999: 0.10298504554631019	 47.35999999999999: 0.099448283441422772	 36.599999999999994: 0.1215727144891813	 39.88999999999999: 0.1454428216303453	 5.048842161: 0.050202455642139703	 37.099999999999994: 0.24732060374044346},{38.25: 0.025000000000000012	 42.83: 0.2333349971513678	 43.56999999999999: 0.054197219372682869	 47.35999999999999: 0.041678050407971012	 38.400000000000006: 0.1750000000000001	 5.580049999999999: 0.13749812496875444	 39.88999999999999: 0.12500000000000006	 5.048842161: 0.15624859376954053},39.3,37.1,42.83,6.12771327983,17.3333333333,13.9190503333,5.7015625
0,Shop 67 197-215 Condamine Street Balgowlah 2093,26.1,Balgowlah Platinum,2010-07-04 17:00:00,26.1,{42.83: 0.068543212947093646	 28.6: 0.058500914076782692	 38.313: 0.16023570432384199	 43.56999999999999: 0.068932671111202728	 47.35999999999999: 0.064907507746808882	 37.099999999999994: 0.20691654101723495	 36.599999999999994: 0.098579092098969784	 44.099999999999994: 0.15522858594441619},{42.83: 0.20124946009456171	 28.6: 0.14999999999999986	 43.56999999999999: 0.040848334185195581	 38.400000000000006: 0.14999999999999986	 5.580049999999999: 0.13499800000001005	 37.1: 0.040852419427138353	 39.88999999999999: 0.049999999999999954	 5.048842161: 0.12999860005201153},26.1,37.1,42.83,6.20267153706,17.2557377049,13.9651314754,5.81692307692
0,Shop 67 197-215 Condamine Street Balgowlah 2093,9.9,Balgowlah Platinum,2010-07-04 18:00:00,9.9,{38.313: 0.02042187251449985	 47.35999999999999: 0.025411263002285165	 11.600000000000001: 0.42500000000000016	 13.639999999999997: 0.36490641014956515	 36.599999999999994: 0.025418887906115892	 5.048842161: 0.022673392720832408	 37.099999999999994: 0.045836176344573785	 37.129999999999995: 0.021855741424231804},{42.83: 0.16666583134307941	 28.6: 0.050000000000000003	 11.600000000000001: 0.17499999999999999	 38.400000000000006: 0.14999999999999999	 5.580049999999999: 0.10833125003473772	 36.599999999999994: 0.027930327410677608	 39.88999999999999: 0.050000000000000003	 5.048842161: 0.1291652778588098},9.9,11.6,11.6,6.13444924105,17.4161290323,13.7673067742,5.97424242424
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.4,Balgowlah Platinum,2010-07-04 19:00:00,5.4,{23.4: 0.033109286275845258	 42.83: 0.10897721833177142	 47.35999999999999: 0.011840012667721072	 5.580049999999999: 0.10896632060993877	 37.099999999999994: 0.023687130882528717	 5.048842161: 0.64729108670068214	 36.599999999999994: 0.011843565382040587	 7.1264341999999985: 0.014253595413682955},{42.83: 0.10177032929165364	 28.6: 0.024999999999999977	 38.400000000000006: 0.074909995542906616	 11.600000000000001: 0.024999999999999977	 5.580049999999999: 0.057098212242259555	 37.099999999999994: 0.27213984784794309	 5.048842161: 0.32855130019162226	 36.599999999999994: 0.023461480934030471},5.4,5.048842161,5.048842161,6.04813145893,17.6888888889,13.5543520292,5.95223880597
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.5,Balgowlah Platinum,2010-07-04 20:00:00,5.5,{5.580049999999999: 0.36207400215916014	 42.83: 0.13708771093025443	 44.099999999999994: 0.010355745075494057	 37.099999999999994: 0.020705277428803678	 5.048842161: 0.34796445817311317	 23.4: 0.045448761647536084	 37.129999999999995: 0.010356780753569461	 7.1264341999999985: 0.014253595413683056},{5.580049999999999: 0.18580961380832731	 38.313: 0.12241740049407748	 11.600000000000001: 0.024999999999999932	 42.83: 0.17171191436354402	 37.099999999999994: 0.25075083445410484	 38.400000000000006: 0.058238089683501193	 5.048842161: 0.086433493546424336	 36.599999999999994: 0.021137863462212806},5.5,5.58005,37.1,5.96036555512,18.015625,13.8363152787,5.86617647059
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.3,Balgowlah Platinum,2010-07-04 21:00:00,5.3,{42.83: 0.11733907951243164	 5.526034999999999: 0.44711875856961986	 44.099999999999994: 0.00980475319200594	 37.099999999999994: 0.019603624218390299	 5.048842161: 0.29540835734711574	 23.4: 0.039082545570669903	 37.129999999999995: 0.0098057337653825183	 7.1264341999999985: 0.012945102534172402},{42.83: 0.087853206152264648	 28.6: 0.058500914076782332	 38.313: 0.07457964065791288	 11.600000000000001: 0.058500914076782332	 5.580049999999999: 0.086905693422066388	 37.099999999999994: 0.1463132655978476	 5.048842161: 0.15364522982288756	 44.099999999999994: 0.20419952789168619},5.3,5.526035,44.1,5.87725931519,18.2615384615,14.2203719668,5.78405797101
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.3,Balgowlah Platinum,2010-07-04 22:00:00,5.3,{42.83: 0.092271436364377096	 5.518224499999999: 0.34566943073025591	 44.099999999999994: 0.0092015640586107367	 37.099999999999994: 0.018397607822858941	 5.048842161: 0.43568884505945954	 23.4: 0.032316677692560282	 37.129999999999995: 0.0092024843070413909	 7.1264341999999985: 0.011354308879686444},{5.580049999999999: 0.42777660501065246	 38.313: 0.018409056431416482	 43.56999999999999: 0.011180134955072979	 37.099999999999994: 0.051118144784093933	 44.099999999999994: 0.039944880280320214	 5.048842161: 0.37623125979628852	 36.599999999999994: 0.011182371317512822	 37.129999999999995: 0.039948875167836947},5.3,5.048842161,5.58005,5.79688643696,18.3,14.0091549673,5.70142857143
0,Shop 67 197-215 Condamine Street Balgowlah 2093,17.8,Balgowlah Platinum,2010-07-04 23:00:00,17.8,{42.83: 0.064662177685350791	 5.124189512699999: 0.35769509575018299	 5.518224499999999: 0.31616991791916338	 13.639999999999997: 0.15000000000000077	 37.099999999999994: 0.017331562449425891	 23.4: 0.023431331683544943	 37.129999999999995: 0.0086692483606037145	 7.1264341999999985: 0.010123028241328056},{42.83: 0.0496289562805836	 43.56999999999999: 0.099942070954181131	 47.35999999999999: 0.078393775578556563	 13.639999999999997: 0.22500000000000017	 36.599999999999994: 0.11246815444797607	 42.63999999999999: 0.033962434383452415	 5.048842161: 0.1522713845022744	 37.099999999999994: 0.12778820554498185},17.8,5.1241895127,13.64,5.89377269119,18.1447761194,13.8621526543,5.79718309859
0,Shop 67 197-215 Condamine Street Balgowlah 2093,22.4,Balgowlah Platinum,2010-07-05 00:00:00,22.4,{5.518224499999999: 0.089618974150127345	 9.9: 0.079812800411519738	 47.35999999999999: 0.026682103409457637	 22.200000000000003: 0.27500000000000036	 13.639999999999997: 0.11228637916184586	 37.099999999999994: 0.049212789507540045	 5.176932658889999: 0.20689068996900417	 36.599999999999994: 0.026690109641673471},{42.83: 0.055372957062507375	 43.56999999999999: 0.13394299046249791	 47.35999999999999: 0.093914539908469402	 22.200000000000003: 0.22500000000000003	 37.099999999999994: 0.15369736361359307	 36.599999999999994: 0.14022462505098077	 42.63999999999999: 0.04616172248728051	 50.8: 0.038443664770007269},22.4,22.2,22.2,5.81469251492,18.1279411765,13.6612386447,5.78055555556
0,Shop 67 197-215 Condamine Street Balgowlah 2093,7.8,Balgowlah Platinum,2010-07-05 01:00:00,7.8,{13.639999999999997: 0.31867091363836791	 9.9: 0.063799205883544013	 22.439999999999998: 0.59495351925630846	 7.1264341999999985: 0.022576361221779563},{42.83: 0.050507423226262893	 43.56999999999999: 0.12865955979258215	 47.35999999999999: 0.088859021326875107	 22.200000000000003: 0.10000000000000007	 13.639999999999997: 0.15000000000000011	 36.599999999999994: 0.13494013753640649	 42.63999999999999: 0.045934861149761121	 37.099999999999994: 0.14729651379898848},7.8,22.44,13.64,5.935587138,17.8985507246,13.54788736,5.90136986301
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.7,Balgowlah Platinum,2010-07-05 02:00:00,4.7,{13.639999999999997: 0.031007751937984496	 22.439999999999998: 0.031007751937984496	 7.1264341999999985: 0.93798449612403101},{42.83: 0.049912030993224658	 5.518224499999999: 0.051563438779783789	 6.0: 0.20000000000000057	 43.56999999999999: 0.12271189684024003	 47.35999999999999: 0.07684846662770646	 13.639999999999997: 0.050000000000000142	 36.599999999999994: 0.12273644290145547	 37.099999999999994: 0.1341483909329319},4.7,7.1264342,6.0,5.88816615236,17.6514285714,13.3729175406,5.86351351351
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.7,Balgowlah Platinum,2010-07-05 03:00:00,4.7,{13.639999999999997: 0.012484999257151066	 22.439999999999998: 0.012469998557508513	 7.1264341999999985: 0.75311374948606957	 7.8: 0.2219312526992708},{5.124189512699999: 0.15917086952618328	 6.0: 0.10000000000000002	 43.56999999999999: 0.097542474762124562	 47.35999999999999: 0.058094538153273777	 13.639999999999997: 0.05000000000000001	 36.599999999999994: 0.097561986183741248	 37.099999999999994: 0.10839618199409089	 7.1264341999999985: 0.10000000000000002},4.7,7.1264342,5.1241895127,5.84200972632,17.4112676056,13.1905410895,5.78533333333
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.7,Balgowlah Platinum,2010-07-05 04:00:00,4.7,{13.639999999999997: 0.008319727097643061	 6.398503939999998: 0.88438213968510015	 7.8: 0.10729813321725672},{5.518224499999999: 0.053005825508076913	 26.1: 0.023902286712900556	 9.9: 0.021125324927482276	 37.099999999999994: 0.042201159228232331	 5.176932658889999: 0.71640223775482725	 44.099999999999994: 0.028064103092981407	 37.129999999999995: 0.028066909783959603	 7.1264341999999985: 0.024999999999999956},4.7,6.39850394,5.17693265889,5.78748991335,17.3513888889,13.0139631946,5.70921052632
0,Shop 67 197-215 Condamine Street Balgowlah 2093,22.9,Balgowlah Platinum,2010-07-05 05:00:00,22.9,{13.639999999999997: 0.006238287974888959	 37.089999999999996: 0.32499999999999835	 7.8: 0.072395343340603185	 5.8889527579999985: 0.59636636868450954},{37.089999999999996: 0.022576361221779549	 5.176932658889999: 0.97742363877822047},22.9,5.888952758,5.17693265889,5.93325039813,17.1205479452,13.0784714706,5.87142857143
